,speaker,sentence
0,CHAIR POWELL,"Good afternoon, and welcome."
1,CHAIR POWELL,We decided today to lower the target for the federal funds rate by ¼ percentage point to a range of 2 percent to 2¼ percent.
2,CHAIR POWELL,"The outlook for the U.S. economy remains favorable, and this action is designed to support that outlook."
3,CHAIR POWELL,"It is intended to insure against downside risks from weak global growth and trade policy uncertainty, to help offset the effects these factors are currently having on the economy, and to promote a faster return of inflation to our symmetric 2 percent objective."
4,CHAIR POWELL,"All of these objectives will support achievement of our overarching goal: to sustain the expansion, with a strong job market and inflation close to our objective, for the benefit of the American people."
5,CHAIR POWELL,"We also decided to conclude the runoff of our securities portfolio in August rather than in September, as previously planned."
6,CHAIR POWELL,And I’ll discuss the thinking behind today’s interest rate reduction and then turn to the path forward.
7,CHAIR POWELL,"As the year began, both the economy and monetary policy were in a good place."
8,CHAIR POWELL,"The unemployment rate was below 4 percent, and inflation had been running near our 2 percent objective for nine months."
9,CHAIR POWELL,Our interest rate target was at the low end of estimates of neutral.
10,CHAIR POWELL,"Over the first half of the year, the economy grew at a healthy pace and job gains pushed unemployment to near a half-century low."
11,CHAIR POWELL,"Wages have been rising, particularly for lower-paying jobs."
12,CHAIR POWELL,People who live and work in low- and middle-income communities tell us that many who have struggled to find work are now getting opportunities to add new and better chapters to their lives.
13,CHAIR POWELL,This underscores for us the importance of sustaining the expansion so that the strong job market reaches more of those left behind.
14,CHAIR POWELL,"Through the course of the year, weak global growth, trade policy uncertainty, and muted inflation have prompted the FOMC to adjust its assessment of the appropriate path of interest rates."
15,CHAIR POWELL,The Committee moved from expecting rate increases this year to a patient stance about any changes and then to today’s action.
16,CHAIR POWELL,"The median Committee participant’s assessments of the neutral rate of interest and the longer-run normal rate of unemployment have also declined this year, reinforcing the case for a somewhat lower path for our policy rate."
17,CHAIR POWELL,These changes in the anticipated path of interest rates have eased financial conditions and have supported the economy.
18,CHAIR POWELL,"At our June meeting, many Committee participants saw that the case for lowering the federal funds rate had strengthened, but the Committee wanted to get a better sense of the overall direction of events."
19,CHAIR POWELL,"Since then, we have seen both positive and negative developments."
20,CHAIR POWELL,"Job growth was strong in June and, looking through month-to-month fluctuations, the data point to continued strength."
21,CHAIR POWELL,We expect job growth to be slower than last year but above what we believe is required to hold the unemployment rate steady.
22,CHAIR POWELL,GDP growth in the second quarter came in close to expectations.
23,CHAIR POWELL,Consumption—supported by rising incomes and high household confidence—is the main engine driving the economy forward.
24,CHAIR POWELL,"But manufacturing output has declined for two consecutive quarters, and business fixed investment fell in the second quarter."
25,CHAIR POWELL,"Foreign growth has disappointed, particularly in manufacturing and notably in the euro area and China."
26,CHAIR POWELL,"In response to this weakness, many central banks around the world are increasing policy accommodation or contemplating doing so."
27,CHAIR POWELL,"After simmering early in the year, trade policy tensions nearly boiled over in May and June but now appear to have returned to a simmer."
28,CHAIR POWELL,"Looking through this July 31, 2019 variability, our business contacts tell us that the ongoing uncertainty is making some companies Chair Powell’s Press Conference FINAL more cautious about their capital spending."
29,CHAIR POWELL,The domestic inflation shortfall has continued.
